Estado,Capital,Região metropolitana,Semana do mês,Mês,Situação do domícilio,Tipo da área,Idade,Sexo,Raça,Escolaridade,Sintoma: Febre,Sintoma:Tosse,Sintoma:Dor de garganta,Sintoma:Difilcudade de respiração,Sintoma:Dor de cabeça,Sintoma:Dor no peito,Sintoma:Náusea,Sintoma:Nariz entupido,Sintoma:Fadiga,Sintoma:Dor nos olhos,Sintoma:Perda de olfato,Sintoma:Dor muscular,Sintoma:Diárreia,Compareceu estabelecimento,Foi sedado/entubado,Plano de saúde,Resulado do exame,Medida de restrição,Trabalhou remotamente,Recebeu auxílio
1.0,1.0,0.9999729403737386,-0.0034338999309749974,6.780262764972908e-05,-0.09699874892511313,0.010939985393759701,0.07526992077196445,0.0010685696628254852,-0.26611618784365076,0.07440111017090122,0.0007045858422345889,-0.0014190356597621144,-0.0002457030052895085,-0.002078454931708768,-0.00224737331226375,-0.0009080131810361198,-0.001412554449140853,-0.0012220018560659476,-0.0024368508947962796,-0.0013893445442105835,-0.002212772871351942,-0.003438427419455293,-0.0015864208003512576,-0.04808053020676559,-0.04635614990579166,-0.13101844605727006,0.015275265666318127,0.0018080744123455711,-0.17795127136235603,0.18853972749303538
1.0,1.0,1.0,0.0013696644460227576,-6.630217426752432e-05,0.04019650406803924,,0.07777753374570685,0.0018345118043829802,-0.2174256573472894,0.06690539438426077,-0.0041910782407500475,-0.006237135536998435,-0.005032264330828591,-0.006510707363431623,-0.006809341356402278,-0.004749098605249504,-0.005753070247412439,-0.006469618222128511,-0.005959899193401123,-0.004670093517043913,-0.005429417399979374,-0.006489276747970126,-0.005065461491788176,-0.02401321304945023,-0.094298895377035,-0.12484478555929497,0.0318498288171694,0.02571669280579589,-0.22947762377160363,0.1527448500884601
0.9999729403737386,1.0,1.0,-0.0018284466477964652,0.0012884408887586963,-0.052147473700609855,0.05498300274576011,0.06441938215752337,-0.00396217262198863,-0.2520054501839732,0.0522776677419055,-0.005654044808645029,-0.00724355882692903,-0.006091653836195518,-0.009021224829242024,-0.009556278334013546,-0.007668474593627182,-0.008284320242980711,-0.007494428921624939,-0.008184301290769466,-0.005060391729754259,-0.006311515925811268,-0.008248968570440458,-0.005673266221156311,-0.03809739977436804,-0.09011360167787005,-0.10720148870926598,0.005354531775315066,0.014996339014323803,-0.14346662993425113,0.1487512338754736
-0.0034338999309749974,0.0013696644460227576,-0.0018284466477964652,1.0,-0.00379628434644998,-0.0012124869333734953,-0.0029085884333351288,0.003773815855824684,0.0001690994329167448,0.001252549953526459,0.0008557387318594091,-0.005247132326268519,-0.00493830804729737,-0.005102189417422066,-0.005172994188644235,-0.004776879297398233,-0.004817572751750346,-0.005031459335214769,-0.004961840905485863,-0.004969573787691977,-0.005605041413951513,-0.005740579322885889,-0.00550097831301545,-0.005494348574929676,-0.019610721514059896,0.04482507518855215,-0.0026093132398909463,0.006244945378420695,-0.014739928807032069,0.005346536602417297,-0.0007893245291986528
6.780262764972908e-05,-6.630217426752432e-05,0.0012884408887586963,-0.00379628434644998,1.0,-0.003053211963960384,-0.005086929373757484,0.003910364478949539,0.0006753199882104081,-0.00028973529826976436,0.00128004324138696,-0.007709798787241699,-0.0069932628595864,-0.008294834296883338,-0.007015148831180478,-0.004331482597937511,-0.0070136814076742875,-0.007576830145523075,-0.006131416910313092,-0.007041902887488595,-0.005904930726020183,-0.006284416674640153,-0.005843134079464209,-0.006270943450663937,-0.03641709837722834,0.06002615922304768,-0.009529810525777381,-0.0012282517492525503,-0.07759262718565817,0.011516818902330871,0.025903938092425204
-0.09699874892511313,0.04019650406803924,-0.052147473700609855,-0.0012124869333734953,-0.003053211963960384,1.0,0.34578763709206933,-0.01977234265885057,-0.03406696695637268,0.07334865649203778,-0.22538857187874112,-0.010789252233472605,-0.010635078148089554,-0.01050006966342878,-0.011026862212021236,-0.009701303870442591,-0.012180121502600269,-0.011622763574621837,-0.010818691649915838,-0.009652961837567845,-0.013065599907961505,-0.012169918690860728,-0.012044842039723003,-0.012767557758877342,0.05043443154525631,-0.008171342510030787,0.1491178348769216,0.008591124526687451,0.04406978832804714,0.21936631270255738,-0.12735909698459819
0.010939985393759701,,0.05498300274576011,-0.0029085884333351288,-0.005086929373757484,0.34578763709206933,1.0,-0.01665707267154755,-0.019896865061347507,-0.0006820765332257847,-0.20365941327787818,-0.018205648341815966,-0.017968964577388315,-0.018513204961584574,-0.01890909233047541,-0.016660837228151655,-0.019596944716386375,-0.019448984897418236,-0.018184687363314536,-0.016523808683262347,-0.02022827411316584,-0.01937370962437252,-0.019513234580689844,-0.020146210541193657,0.019623332729032564,-0.0037667327701476033,0.14132033480692194,0.008550730875268713,0.0019847593095909753,0.23181061149617507,-0.06823408290918548
0.07526992077196445,0.07777753374570685,0.06441938215752337,0.003773815855824684,0.003910364478949539,-0.01977234265885057,-0.01665707267154755,1.0,0.048482361869136396,-0.07944439741633082,0.13018048371397672,-0.0033985671519080113,-0.008877245721560898,-0.004822470594845919,-0.008025357848732225,-0.013899428335772698,-0.007639562258656927,-0.006534812077901126,-0.0038105824588917456,-0.012291316238803888,-0.007733202520480192,-0.007140364260434294,-0.015287156173503777,-0.00590361799853175,0.03154654980667624,-0.07118715294232283,-0.050914421793462124,-0.00709723039140148,-0.05786745336625882,-0.030002895971887586,0.20760727002581922
0.0010685696628254852,0.0018345118043829802,-0.00396217262198863,0.0001690994329167448,0.0006753199882104081,-0.03406696695637268,-0.019896865061347507,0.048482361869136396,1.0,-0.013370579221559306,0.066038349260337,-0.0007153547192013547,-0.0015224602730767771,-0.003630239964579348,-0.0015132955193875967,-0.00952455962651633,-0.001015231301614441,-0.002465806671382385,-0.002763111976135996,-0.0027409918259790533,-0.0008213129217611799,-0.0010139050928951892,-0.002733693443927092,-0.0006841585717045928,-0.011378961531759659,-0.055627601609969476,-0.014539089721521235,0.011545799751419105,0.0852767517797509,-0.3649442997253924,0.00904333021749258
-0.26611618784365076,-0.2174256573472894,-0.2520054501839732,0.001252549953526459,-0.00028973529826976436,0.07334865649203778,-0.0006820765332257847,-0.07944439741633082,-0.013370579221559306,1.0,-0.11979094456603813,0.0034890763123726827,0.0038643870387733304,0.0037044430839835627,0.004440178438681454,0.004262348000392285,0.004157156679876827,0.004679704162834778,0.004639622602725972,0.005513322633211428,0.004327355594067175,0.004604758477719326,0.0041908740168003595,0.004806485146944809,0.011421898798747315,-0.012795511327950905,0.14564058855562728,-0.023387021239768865,-0.003592319128474738,0.21486999040410543,-0.17267942050629484
0.07440111017090122,0.06690539438426077,0.0522776677419055,0.0008557387318594091,0.00128004324138696,-0.22538857187874112,-0.20365941327787818,0.13018048371397672,0.066038349260337,-0.11979094456603813,1.0,0.0019238196832926764,0.002542433035946546,-0.001754752892627119,0.001607574022761196,-0.006303782527548099,0.0023653411213804348,0.0014960662709904509,0.0005206542581006489,-0.001031726158156479,0.0020970323827189602,0.001150973128315435,0.0007645971935756127,0.0023860277430592233,-0.041967709046093794,0.03089198427177655,-0.22251486238853208,-0.01848440344629858,-0.24724066996294064,-0.6938429321514914,0.1851157113717615
0.0007045858422345889,-0.0041910782407500475,-0.005654044808645029,-0.005247132326268519,-0.007709798787241699,-0.010789252233472605,-0.018205648341815966,-0.0033985671519080113,-0.0007153547192013547,0.0034890763123726827,0.0019238196832926764,1.0,0.9500472833164941,0.9524998290547563,0.9583951549507542,0.9379432939829927,0.9576147230606601,0.9552611012555641,0.9368934000888665,0.9514066526561723,0.8166582808071234,0.8252491290925448,0.8320036964479347,0.820176422717751,0.29173776144268165,0.06804298344953921,0.31720015112619754,-0.015915272094917773,0.31762918121892897,-0.003130416350591865,0.0024804755783003948
