Estado,Capital,Região metropolitana,Semana do mês,Mês,Situação do domícilio,Tipo da área,Idade,Sexo,Raça,Escolaridade,Sintoma: Febre,Sintoma:Tosse,Sintoma:Dor de garganta,Sintoma:Difilcudade de respiração,Sintoma:Dor de cabeça,Sintoma:Dor no peito,Sintoma:Náusea,Sintoma:Nariz entupido,Sintoma:Fadiga,Sintoma:Dor nos olhos,Sintoma:Perda de olfato,Sintoma:Dor muscular,Sintoma:Diárreia,Compareceu estabelecimento,Foi sedado/entubado,Plano de saúde,Resulado do exame,Medida de restrição,Trabalhou remotamente,Recebeu auxílio
1.0,1.0,0.9999729403737861,-0.0034338999309757303,6.780262761739543e-05,-0.09699874892512214,0.010939985393758875,0.07526992077198469,0.0010685696628570675,-0.2661161878436538,0.0744011101709072,0.0007045858422120801,-0.0014190356597365969,-0.0002457030053103941,-0.0020784549317225177,-0.0022473733122462393,-0.0009080131810450892,-0.001412554449164871,-0.0012220018560756942,-0.0024368508948412948,-0.0013893445442268889,-0.002212772871350668,-0.003438427419449864,-0.0015864208003304094,-0.004042024786783381,-0.004412980736790011,-0.1310184460572786,-0.07215371092482968,0.0018080744123449833,-0.029141957966828422,0.18853972749304443
1.0,1.0,1.0,0.0013696644460175053,-6.630217421287876e-05,0.04019650406805337,,0.07777753374570423,0.0018345118043830916,-0.21742565734728184,0.06690539438425246,-0.004191078240741143,-0.006237135537001698,-0.005032264330826938,-0.006510707363437683,-0.006809341356396052,-0.004749098605240013,-0.005753070247419144,-0.006469618222127518,-0.005959899193412048,-0.004670093517026027,-0.005429417399999704,-0.006489276747963752,-0.005065461491777336,-0.00976826259750297,-0.00382749307865107,-0.12484478555929603,-0.10479006266727095,0.025716692805800884,-0.061718001039492654,0.15274485008845393
0.9999729403737861,1.0,1.0,-0.0018284466477915952,0.0012884408887855452,-0.052147473700608356,0.054983002745770705,0.06441938215752692,-0.003962172621991356,-0.2520054501839638,0.05227766774190431,-0.005654044808634177,-0.007243558826942568,-0.006091653836186287,-0.009021224829212178,-0.009556278333998032,-0.0076684745936313765,-0.008284320242981796,-0.0074944289216088,-0.008184301290770192,-0.005060391729764237,-0.006311515925800181,-0.008248968570413923,-0.005673266221138713,-0.009616806645734196,-0.00562558689485528,-0.10720148870927054,-0.09539656932801469,0.01499633901432839,-0.05115874149871394,0.14875123387547629
-0.0034338999309757303,0.0013696644460175053,-0.0018284466477915952,1.0,-0.003796284346445413,-0.0012124869333738743,-0.0029085884333355577,0.003773815855823638,0.00016909943291770229,0.0012525499535268173,0.0008557387318583871,-0.00524713232626874,-0.004938308047297594,-0.0051021894174219755,-0.0051729941886440286,-0.004776879297397993,-0.004817572751750276,-0.005031459335214306,-0.004961840905485447,-0.004969573787692106,-0.005605041413951282,-0.005740579322885571,-0.0055009783130153915,-0.005494348574930437,0.0014992075072973803,0.0008631395776311986,-0.002609313239891129,-0.006378591596261132,-0.014739928807029717,0.002314397304666251,-0.0007893245291983424
6.780262761739543e-05,-6.630217421287876e-05,0.0012884408887855452,-0.003796284346445413,1.0,-0.0030532119639618666,-0.005086929373759667,0.003910364478932702,0.0006753199881747863,-0.00028973529827280376,0.0012800432413855485,-0.0077097987872231915,-0.006993262859612061,-0.008294834296863231,-0.007015148831172503,-0.004331482597960412,-0.00701368140766743,-0.007576830145500579,-0.006131416910305197,-0.007041902887428046,-0.005904930726001001,-0.0062844166746388415,-0.005843134079464635,-0.006270943450687494,0.01324000338700575,4.6272247038660385e-06,-0.009529810525769697,-0.03212648420753197,-0.0775926271856409,0.006135394653380524,0.025903938092420763
-0.09699874892512214,0.04019650406805337,-0.052147473700608356,-0.0012124869333738743,-0.0030532119639618666,1.0,0.34578763709207344,-0.019772342658855305,-0.034066966956376274,0.07334865649203669,-0.2253885718787564,-0.010789252233468483,-0.010635078148093426,-0.010500069663424505,-0.011026862212018753,-0.009701303870443321,-0.012180121502597743,-0.011622763574617811,-0.010818691649915377,-0.009652961837559945,-0.013065599907958962,-0.012169918690859987,-0.012044842039724417,-0.0127675577588824,0.01224296526199034,0.0043502108190329,0.14911783487693014,0.07472968879422895,0.04406978832804844,0.06663358962400531,-0.12735909698459988
0.010939985393758875,,0.054983002745770705,-0.0029085884333355577,-0.005086929373759667,0.34578763709207344,1.0,-0.01665707267154891,-0.01989686506135019,-0.0006820765332267104,-0.2036594132778811,-0.01820564834181569,-0.017968964577390008,-0.01851320496158256,-0.01890909233047586,-0.016660837228153196,-0.019596944716385893,-0.019448984897416553,-0.018184687363314217,-0.016523808683260297,-0.020228274113164885,-0.019373709624371363,-0.019513234580690157,-0.020146210541196263,0.01488702957964148,0.003507888877128974,0.14132033480691786,0.09375914664353292,0.0019847593095901283,0.08288666991249358,-0.06823408290918644
0.07526992077198469,0.07777753374570423,0.06441938215752692,0.003773815855823638,0.003910364478932702,-0.019772342658855305,-0.01665707267154891,1.0,0.04848236186917112,-0.07944439741631977,0.13018048371398205,-0.0033985671519319812,-0.008877245721536175,-0.004822470594867714,-0.008025357848746714,-0.013899428335756279,-0.00763956225866517,-0.006534812077923803,-0.003810582458899602,-0.012291316238850611,-0.007733202520496726,-0.007140364260433166,-0.015287156173500748,-0.005903617998512311,-0.03554623074744274,-0.017463408667948026,-0.050914421793467446,-0.03575509265352041,-0.057867453366252736,-0.04309353643309221,0.20760727002582482
0.0010685696628570675,0.0018345118043830916,-0.003962172621991356,0.00016909943291770229,0.0006753199881747863,-0.034066966956376274,-0.01989686506135019,0.04848236186917112,1.0,-0.013370579221578135,0.06603834926038211,-0.0007153547191964672,-0.0015224602730869383,-0.003630239964573849,-0.0015132955193842442,-0.009524559626526959,-0.0010152313016132547,-0.002465806671374647,-0.002763111976131144,-0.0027409918259659366,-0.0008213129217564428,-0.0010139050928949906,-0.0027336934439278703,-0.000684158571710895,-0.024221645248288237,3.223967674845652e-05,-0.014539089721527487,-0.010083700745130713,0.08527675177971294,0.008945078324334062,0.00904333021750217
-0.2661161878436538,-0.21742565734728184,-0.2520054501839638,0.0012525499535268173,-0.00028973529827280376,0.07334865649203669,-0.0006820765332267104,-0.07944439741631977,-0.013370579221578135,1.0,-0.11979094456602261,0.0034890763123822843,0.0038643870387617546,0.003704443083992478,0.004440178438686718,0.004262348000383719,0.004157156679880276,0.00467970416284462,0.004639622602730792,0.00551332263323074,0.004327355594073599,0.004604758477718031,0.004190874016797769,0.00480648514693609,9.675630792969402e-05,0.001501996607152304,0.14564058855561232,0.03438632134964214,-0.0035923191284878224,0.04898374220057536,-0.172679420506269
